Content,ID of source revision,Named Entity,Reference,Markup,Position (MathToken)
"""\""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,16
"""mathbf""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,17
"""{""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,18
"""x""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,19
"""}""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,20
"""_""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,21
"""{""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,22
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,23
"""}""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,24
"""=""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,25
"""\""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,26
"""lambda""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,27
"""_""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,28
"""{""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,29
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,30
"""}""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,31
"""\""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,32
"""mathbf""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,33
"""{""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,34
"""x""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,35
"""}""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,36
"""_""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,37
"""{""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,38
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,39
"""}""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,40
"""^""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,41
"""T""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,42
"""[""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,43
"""M""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,44
"""_""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,45
"""0""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,46
"""]""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,47
"""\""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,48
"""mathbf""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,49
"""{""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,50
"""x""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,51
"""}""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,52
"""_""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,53
"""{""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,54
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,55
"""}""",121656077,O,"\mathbf{x}_{0i}^T[K_0]\mathbf{x}_{0i} =
\lambda_{0i}\mathbf{x}_{0i}^T[M_0]\mathbf{x}_{0i}",math,56
""".""",121656077,O,,text,/
"""Canceling""",121656077,O,,text,/
"""those""",0,O,,text,/
"""terms""",121656077,O,,text,/
"""in""",0,O,,text,/
"""(""",121656077,O,,text,/
"""6""",121656077,O,,text,/
""")""",121656077,O,,text,/
"""leaves""",121656077,O,,text,/
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,0
"""mathbf""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,1
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,2
"""x""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,3
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,4
"""_""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,5
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,6
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,7
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,8
"""^""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,9
"""T""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,10
"""[""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,11
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,12
"""delta""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,13
"""K""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,14
"""]""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,15
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,16
"""mathbf""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,17
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,18
"""x""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,19
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,20
"""_""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,21
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,22
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,23
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,24
"""=""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,25
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,26
"""lambda""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,27
"""_""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,28
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,29
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,30
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,31
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,32
"""mathbf""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,33
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,34
"""x""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,35
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,36
"""_""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,37
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,38
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,39
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,40
"""^""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,41
"""T""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,42
"""[""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,43
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,44
"""delta""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,45
"""M""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,46
"""]""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,47
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,48
"""mathbf""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,49
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,50
"""x""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,51
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,52
"""_""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,53
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,54
"""0i""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,55
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,56
"""+""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,57
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,58
"""delta""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,59
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,60
"""lambda""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,61
"""_""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,62
"""i""",0,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,63
"""\""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,64
"""mathbf""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,65
"""{""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,66
"""x""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,67
"""}""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,68
"""_""",121656077,O,"\mathbf{x}_{0i}^T[\delta K]\mathbf{x}_{0i} = \lambda_{0i}
\mathbf{x}_{0i}^T[\delta M] \mathbf{x}_{0i} + \delta\lambda_i \mathbf{x}_{0i}^T
[M_0] \mathbf{x}_{0i}",math,69
